video no,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y,25x,25y,26x,26y,27x,27y,28x,28y,29x,29y,30x,30y,31x,31y,32x,32y,33x,33y,34x,34y,35x,35y,36x,36y,37x,37y,38x,38y,39x,39y,40x,40y,41x,41y,42x,42y,43x,43y,44x,44y,45x,45y,46x,46y,47x,47y,48x,48y,49x,49y,50x,50y,51x,51y,52x,52y,53x,53y,54x,54y,55x,55y,56x,56y,57x,57y,58x,58y,59x,59y,60x,60y,61x,61y,62x,62y,63x,63y,64x,64y,65x,65y,polarity
37,185.41588785,125.135514019,188.490654206,144.070093458,192.981308411,161.051401869,198.196261682,178.485981308,208.144859813,196.53271028,222.672897196,210.869158879,235.785046729,220.079439252,246.542056075,226.065420561,262.453271028,227.200934579,277.901869159,223.579439252,287.799065421,216.051401869,299.719626168,205.158878505,312.158878505,189.135514019,319.065420561,168.714953271,321.200934579,150.53271028,322.46728972,132.948598131,322.154205607,113.574766355,199.799065421,104.172897196,206.224299065,98.8364485981,214.471962617,96.2663551402,225.73364486,97.2009345794,235.420560748,100.579439252,267.079439252,97.3831775701,276.392523364,92.3177570093,287.392523364,89.4065420561,296.570093458,90.4953271028,304.135514019,94.9205607477,253.112149533,119.906542056,253.934579439,131.602803738,254.822429907,142.598130841,255.845794393,154.738317757,244.602803738,161.827102804,250.126168224,161.96728972,256.401869159,162.668224299,262.668224299,160.841121495,268.140186916,159.724299065,211.612149533,120.929906542,217.070093458,117.570093458,227.196261682,116.355140187,237.023364486,119.710280374,228.429906542,124.140186916,218.528037383,125.345794393,268.565420561,117.018691589,277.593457944,111.738317757,288.004672897,111.294392523,294.672897196,113.822429907,288.285046729,119.102803738,278.14953271,119.939252336,234.939252336,186.224299065,244.38317757,180.056074766,251.08411215,175.929906542,257.705607477,176.331775701,263.981308411,174.934579439,271.518691589,177.995327103,282.163551402,181.855140187,272.355140187,190.172897196,266.948598131,193.14953271,259.317757009,194.705607477,251.710280374,194.490654206,246.03271028,192.542056075,251.911214953,182.864485981,258.257009346,182.252336449,264.53271028,181.817757009,264.841121495,183.658878505,258.542056075,185.014018692,252.028037383,184.831775701,-1.0
38,211.694444444,130.194444444,212.402777778,138.194444444,213.666666667,145.347222222,214.944444444,152.875,217.833333333,161.097222222,222.763888889,167.361111111,227.569444444,171.347222222,231.736111111,173.972222222,238.083333333,174.888888889,244.527777778,173.930555556,248.916666667,171.472222222,254.166666667,167.555555556,259.541666667,161.583333333,262.708333333,153.541666667,264.194444444,146.138888889,265.680555556,138.930555556,266.513888889,130.986111111,217.222222222,120.097222222,219.888888889,117.736111111,223.402777778,116.597222222,227.930555556,116.930555556,231.736111111,118.75,244.777777778,118.777777778,248.805555556,117.166666667,253.5,116.819444444,257.333333333,117.972222222,260.263888889,120.458333333,238.375,127.097222222,238.291666667,131.569444444,238.222222222,135.847222222,238.069444444,141.0,233.361111111,144.916666667,235.666666667,144.833333333,238.125,145.236111111,240.625,144.847222222,242.930555556,145.013888889,221.472222222,127.444444444,223.736111111,125.902777778,227.958333333,125.652777778,231.861111111,127.555555556,228.125,129.166666667,224.125,129.361111111,244.861111111,127.625,248.736111111,125.833333333,253.013888889,126.125,255.708333333,127.888888889,252.875,129.583333333,248.666666667,129.333333333,228.5,155.75,232.416666667,152.875,235.333333333,151.0,238.0,151.541666667,240.666666667,151.138888889,243.736111111,153.069444444,247.847222222,155.791666667,243.486111111,158.277777778,241.138888889,159.111111111,237.944444444,159.416666667,234.861111111,159.083333333,232.694444444,158.208333333,235.444444444,154.180555556,238.0,154.138888889,240.680555556,154.291666667,240.777777778,155.277777778,238.041666667,155.680555556,235.402777778,155.319444444,0.0
38,212.139534884,133.186046512,212.576744186,141.437209302,213.627906977,148.962790698,214.795348837,156.669767442,217.851162791,165.041860465,223.051162791,171.530232558,227.986046512,175.623255814,232.23255814,178.237209302,238.674418605,179.246511628,245.139534884,178.451162791,249.581395349,176.097674419,254.920930233,172.395348837,260.525581395,166.265116279,263.790697674,158.427906977,265.511627907,150.8,267.041860465,143.348837209,268.055813953,135.144186047,218.390697674,124.590697674,221.297674419,122.651162791,224.934883721,121.790697674,229.590697674,122.474418605,233.465116279,124.181395349,246.730232558,124.576744186,250.762790698,123.097674419,255.465116279,122.688372093,259.255813953,123.739534884,262.125581395,125.893023256,240.08372093,132.520930233,239.897674419,137.358139535,239.720930233,141.972093023,239.562790698,147.23255814,234.125581395,150.409302326,236.753488372,150.474418605,239.404651163,151.065116279,242.009302326,150.63255814,244.56744186,150.679069767,222.758139535,131.553488372,225.148837209,130.176744186,229.43255814,130.130232558,233.297674419,132.186046512,229.506976744,133.525581395,225.376744186,133.56744186,246.544186047,132.627906977,250.609302326,130.730232558,254.920930233,131.190697674,257.48372093,132.706976744,254.63255814,134.479069767,250.381395349,134.218604651,229.0,160.572093023,233.372093023,158.11627907,236.465116279,156.655813953,239.186046512,157.158139535,241.986046512,156.818604651,245.013953488,158.539534884,249.297674419,160.990697674,244.804651163,163.720930233,242.274418605,164.530232558,239.013953488,164.753488372,235.865116279,164.344186047,233.441860465,163.353488372,236.293023256,159.739534884,239.093023256,159.823255814,241.930232558,159.893023256,242.004651163,160.590697674,239.195348837,160.846511628,236.344186047,160.451162791,1.0
38,194.963302752,122.532110092,195.440366972,129.963302752,196.47706422,136.733944954,197.431192661,143.71559633,199.926605505,151.348623853,204.174311927,157.110091743,208.256880734,160.770642202,230.486238532,177.825688073,236.52293578,178.614678899,242.981651376,177.76146789,247.568807339,175.302752294,253.165137615,171.330275229,259.275229358,165.256880734,262.834862385,157.165137615,264.532110092,149.596330275,265.862385321,142.229357798,266.733944954,134.073394495,216.091743119,123.908256881,218.504587156,121.733944954,221.688073394,120.678899083,225.862385321,121.174311927,229.642201835,122.844036697,242.458715596,122.853211009,246.394495413,121.128440367,251.183486239,120.798165138,255.146788991,121.853211009,258.403669725,124.110091743,235.935779817,131.229357798,235.394495413,135.95412844,235.018348624,140.596330275,234.889908257,145.844036697,230.834862385,149.394495413,233.137614679,149.431192661,235.513761468,149.862385321,238.064220183,149.449541284,240.871559633,149.467889908,220.348623853,131.183486239,222.357798165,129.651376147,226.394495413,129.47706422,230.247706422,131.366972477,226.577981651,132.917431193,222.678899083,133.128440367,243.119266055,131.47706422,246.880733945,129.495412844,251.137614679,129.733944954,254.036697248,131.385321101,251.027522936,133.155963303,246.862385321,132.935779817,226.486238532,159.871559633,230.018348624,157.220183486,232.816513761,155.605504587,235.403669725,156.091743119,238.211009174,155.697247706,241.449541284,157.348623853,246.19266055,159.733944954,241.513761468,162.52293578,238.935779817,163.449541284,235.697247706,163.76146789,232.587155963,163.431192661,230.422018349,162.422018349,233.018348624,158.642201835,235.688073394,158.642201835,238.587155963,158.688073394,238.770642202,159.568807339,235.899082569,159.981651376,233.082568807,159.633027523,0.0
38,211.054545455,139.890909091,211.727272727,148.872727273,212.890909091,156.909090909,214.454545455,165.036363636,219.181818182,173.581818182,225.418181818,179.963636364,231.545454545,184.0,236.727272727,186.309090909,243.309090909,187.181818182,249.436363636,186.309090909,163.854545455,117.345454545,167.327272727,114.745454545,171.127272727,110.636363636,173.4,105.218181818,174.363636364,100.218181818,175.272727273,95.1636363636,175.745454545,89.6363636364,221.763636364,131.145454545,225.2,128.963636364,229.236363636,128.036363636,234.254545455,128.636363636,238.2,130.290909091,251.218181818,130.145454545,255.018181818,128.381818182,259.236363636,127.745454545,262.472727273,128.545454545,264.854545455,130.854545455,244.890909091,139.581818182,245.272727273,145.0,245.690909091,150.2,245.672727273,155.654545455,238.309090909,158.654545455,241.727272727,158.818181818,244.545454545,159.290909091,247.236363636,158.872727273,249.509090909,158.727272727,226.309090909,138.309090909,229.272727273,136.781818182,233.509090909,136.618181818,237.127272727,138.709090909,233.545454545,140.218181818,229.327272727,140.181818182,249.945454545,138.8,254.145454545,136.527272727,258.363636364,136.872727273,260.363636364,138.272727273,258.0,140.2,253.963636364,140.127272727,233.163636364,168.672727273,238.545454545,166.309090909,241.945454545,165.0,244.709090909,165.436363636,247.436363636,165.072727273,250.327272727,166.345454545,254.254545455,168.454545455,250.145454545,171.436363636,247.818181818,172.363636364,244.509090909,172.472727273,241.254545455,172.309090909,238.709090909,171.472727273,241.563636364,168.0,244.436363636,168.072727273,247.254545455,167.981818182,247.327272727,167.927272727,244.545454545,168.218181818,241.672727273,168.018181818,0.0
38,204.773420479,129.047930283,205.518518519,137.039215686,206.71459695,144.20043573,207.973856209,151.690631808,210.753812636,159.88453159,215.442265795,166.14379085,219.976034858,170.080610022,231.762527233,179.126361656,237.965141612,179.941176471,244.337690632,178.982570806,242.806100218,171.910675381,248.174291939,167.851851852,253.749455338,161.62962963,256.954248366,153.575163399,258.420479303,146.015250545,259.644880174,138.699346405,260.474945534,130.62745098,216.455337691,124.945533769,218.991285403,122.899782135,222.31372549,121.869281046,226.710239651,122.348583878,230.466230937,123.978213508,243.48583878,123.8583878,247.427015251,122.196078431,252.126361656,121.679738562,255.993464052,122.647058824,259.135076253,124.775599129,237.11328976,132.246187364,236.901960784,137.071895425,236.708061002,141.775599129,236.662309368,147.071895425,232.281045752,150.59912854,234.62962963,150.568627451,237.087145969,151.021786492,239.638344227,150.549019608,242.217864924,150.540305011,220.851851852,132.050108932,222.956427015,130.551198257,227.106753813,130.34422658,231.034858388,132.206971678,227.339869281,133.814814815,223.34422658,134.039215686,243.997821351,132.163398693,247.79956427,130.222222222,252.104575163,130.446623094,254.94335512,132.004357298,252.032679739,133.923747277,247.773420479,133.769063181,227.854030501,161.226579521,231.605664488,158.625272331,234.416122004,157.026143791,237.065359477,157.498910675,239.745098039,157.076252723,242.912854031,158.660130719,247.440087146,160.947712418,242.877995643,163.690631808,240.450980392,164.583877996,237.298474946,164.912854031,234.252723312,164.623093682,231.995642702,163.755991285,234.62962963,160.039215686,237.252723312,160.015250545,239.969498911,160.039215686,240.076252723,160.718954248,237.368191721,161.082788671,234.668845316,160.82788671,1.0
38,194.474137931,125.422413793,195.612068966,132.732758621,197.137931034,139.344827586,198.672413793,146.25862069,201.620689655,153.724137931,206.094827586,159.318965517,210.50862069,162.810344828,231.784482759,179.206896552,237.732758621,179.681034483,243.974137931,178.327586207,248.336206897,175.413793103,253.689655172,171.0,259.129310345,164.344827586,261.931034483,155.931034483,262.939655172,148.224137931,263.844827586,140.784482759,264.086206897,132.706896552,213.517241379,126.681034483,215.672413793,124.275862069,218.775862069,123.068965517,222.965517241,123.24137931,226.775862069,124.655172414,239.379310345,123.655172414,243.155172414,121.663793103,247.879310345,120.870689655,251.931034483,121.655172414,255.370689655,123.732758621,233.620689655,132.629310345,233.551724138,137.387931034,233.448275862,142.00862069,233.706896552,147.198275862,230.112068966,150.931034483,232.232758621,150.75862069,234.646551724,151.068965517,237.24137931,150.405172414,239.853448276,150.198275862,218.25862069,133.655172414,220.051724138,132.077586207,224.068965517,131.698275862,228.034482759,133.181034483,224.482758621,135.025862069,220.715517241,135.586206897,240.689655172,132.293103448,244.224137931,130.077586207,248.439655172,130.060344828,251.439655172,131.413793103,248.629310345,133.482758621,244.517241379,133.637931034,226.405172414,161.551724138,229.732758621,158.689655172,232.379310345,156.948275862,235.034482759,157.146551724,237.775862069,156.663793103,241.120689655,158.0,246.043103448,160.025862069,241.560344828,163.120689655,239.060344828,164.198275862,235.879310345,164.75862069,232.801724138,164.603448276,230.534482759,163.879310345,232.784482759,159.896551724,235.517241379,159.74137931,238.318965517,159.551724138,238.568965517,160.422413793,235.74137931,161.034482759,232.887931034,160.905172414,1.0
39,202.710843373,94.6626506024,203.277108434,119.084337349,205.807228916,141.530120482,209.156626506,163.891566265,219.385542169,186.722891566,237.457831325,203.843373494,254.024096386,217.253012048,268.795180723,225.048192771,290.228915663,230.253012048,310.746987952,229.56626506,283.686746988,196.156626506,297.578313253,188.108433735,311.361445783,178.108433735,320.204819277,161.036144578,325.108433735,142.807228916,329.939759036,124.204819277,333.168674699,103.56626506,238.096385542,43.1204819277,248.951807229,33.5662650602,261.734939759,28.4096385542,277.036144578,29.0602409639,288.710843373,34.843373494,330.156626506,40.0240963855,341.734939759,36.8192771084,354.927710843,39.3975903614,364.795180723,46.1686746988,371.409638554,57.7228915663,309.060240964,63.5542168675,309.831325301,74.6144578313,310.530120482,85.4096385542,309.361445783,100.939759036,287.313253012,118.301204819,296.457831325,117.21686747,305.048192771,118.915662651,313.060240964,119.180722892,319.060240964,122.253012048,249.843373494,68.1084337349,259.012048193,61.1927710843,272.975903614,61.7831325301,284.192771084,69.7710843373,272.578313253,72.2771084337,259.120481928,72.3493975904,324.34939759,75.0,337.457831325,70.4337349398,351.012048193,73.0120481928,357.65060241,82.0843373494,349.301204819,83.8554216867,336.530120482,80.6144578313,260.409638554,152.65060241,278.879518072,140.530120482,292.13253012,134.807228916,302.65060241,136.530120482,312.698795181,137.036144578,322.746987952,145.542168675,334.590361446,160.614457831,320.168674699,166.903614458,312.457831325,168.337349398,299.602409639,167.710843373,286.65060241,165.686746988,277.21686747,161.831325301,288.457831325,147.096385542,300.698795181,147.34939759,312.301204819,150.072289157,312.289156627,158.192771084,299.915662651,157.698795181,286.855421687,155.445783133,1.0
39,201.126582278,89.0316455696,201.424050633,111.778481013,203.575949367,132.67721519,206.14556962,153.696202532,213.886075949,176.487341772,227.784810127,193.67721519,241.715189873,206.316455696,253.803797468,214.113924051,273.246835443,217.575949367,293.107594937,216.158227848,306.898734177,210.012658228,323.348101266,200.35443038,339.867088608,186.32278481,350.373417722,164.841772152,356.253164557,144.335443038,361.518987342,123.873417722,365.17721519,101.063291139,222.512658228,44.3417721519,231.03164557,35.3291139241,241.265822785,30.6392405063,254.506329114,31.4493670886,265.189873418,36.8734177215,304.113924051,38.9683544304,315.765822785,34.9240506329,329.303797468,35.917721519,339.917721519,41.6265822785,347.892405063,52.0632911392,283.215189873,62.7784810127,282.107594937,73.9936708861,281.082278481,84.6012658228,279.917721519,99.4746835443,264.335443038,114.810126582,271.392405063,113.778481013,279.044303797,114.924050633,287.037974684,114.607594937,293.911392405,116.848101266,232.924050633,67.7088607595,239.993670886,61.7278481013,252.544303797,61.5189873418,263.708860759,68.0949367089,252.405063291,71.5506329114,240.367088608,72.1772151899,301.765822785,70.6898734177,313.569620253,65.6772151899,326.563291139,67.5,334.613924051,74.9936708861,325.607594937,77.7721518987,312.974683544,75.7341772152,244.575949367,148.474683544,257.955696203,136.46835443,268.341772152,129.841772152,277.848101266,130.911392405,287.386075949,131.14556962,297.436708861,139.246835443,310.379746835,152.481012658,296.221518987,161.297468354,288.253164557,164.658227848,276.0,165.310126582,264.46835443,163.246835443,257.303797468,158.683544304,267.0,142.132911392,277.411392405,141.411392405,288.107594937,143.746835443,288.373417722,153.936708861,276.924050633,154.632911392,265.689873418,152.556962025,1.0
39,206.770491803,98.9344262295,206.213114754,120.62295082,207.491803279,140.557377049,209.180327869,160.672131148,215.409836066,182.967213115,227.786885246,199.0,240.06557377,210.93442623,250.737704918,219.262295082,268.524590164,222.901639344,287.327868852,222.049180328,300.475409836,216.540983607,316.393442623,208.180327869,332.475409836,195.93442623,343.540983607,174.983606557,349.885245902,155.655737705,355.655737705,136.229508197,359.93442623,114.639344262,227.655737705,55.0163934426,235.901639344,46.5573770492,245.540983607,42.2295081967,257.868852459,43.2459016393,267.672131148,48.7049180328,303.68852459,51.737704918,314.786885246,48.2786885246,327.475409836,49.7704918033,337.37704918,55.7049180328,344.524590164,66.0819672131,283.459016393,73.737704918,281.950819672,84.0655737705,280.442622951,93.9672131148,278.803278689,108.147540984,264.803278689,123.442622951,270.852459016,122.409836066,277.606557377,123.672131148,284.737704918,123.590163934,290.68852459,125.901639344,236.819672131,78.1147540984,243.573770492,72.3770491803,255.540983607,72.4918032787,265.786885246,79.0,255.032786885,82.0,243.770491803,82.4918032787,300.344262295,82.4098360656,311.459016393,77.8524590164,323.573770492,80.0163934426,330.967213115,87.6393442623,322.262295082,89.9672131148,310.557377049,87.5081967213,246.147540984,156.672131148,258.196721311,145.114754098,267.508196721,138.606557377,275.868852459,139.721311475,284.426229508,140.31147541,293.06557377,148.557377049,304.147540984,161.770491803,291.196721311,168.901639344,283.868852459,171.852459016,272.868852459,172.114754098,262.819672131,170.06557377,256.819672131,165.770491803,266.31147541,150.475409836,275.245901639,149.885245902,284.393442623,152.442622951,284.393442623,161.557377049,274.360655738,162.06557377,264.950819672,159.950819672,1.0
39,197.705882353,95.5823529412,197.147058824,118.794117647,198.282352941,140.088235294,199.747058824,161.747058824,205.776470588,185.276470588,218.070588235,203.752941176,230.494117647,217.576470588,241.611764706,226.152941176,259.770588235,230.229411765,278.905882353,229.311764706,292.817647059,222.847058824,309.976470588,213.094117647,327.482352941,198.711764706,338.870588235,176.647058824,345.405882353,155.694117647,351.288235294,134.841176471,355.805882353,111.723529412,216.635294118,57.1176470588,224.747058824,49.6235294118,234.452941176,45.9235294118,246.794117647,47.4058823529,256.847058824,52.9470588235,294.447058824,55.9882352941,305.835294118,52.2823529412,319.005882353,53.2176470588,329.482352941,58.4470588235,337.423529412,67.9235294118,273.347058824,78.4941176471,271.311764706,90.5941176471,269.435294118,102.347058824,267.8,117.423529412,253.211764706,130.288235294,260.035294118,130.005882353,267.229411765,131.664705882,275.117647059,131.347058824,282.394117647,133.252941176,225.805882353,79.8470588235,232.529411765,74.6647058824,244.635294118,74.8705882353,255.311764706,81.4647058824,244.188235294,84.6411764706,232.617647059,84.8235294118,292.311764706,85.1058823529,303.870588235,80.4294117647,316.552941176,82.5352941176,324.517647059,89.5470588235,315.252941176,92.5705882353,303.011764706,90.3764705882,234.294117647,161.652941176,246.835294118,151.8,256.635294118,146.664705882,265.494117647,148.382352941,274.570588235,148.552941176,284.588235294,155.758823529,297.476470588,167.376470588,282.870588235,175.447058824,274.664705882,178.458823529,263.047058824,178.676470588,252.388235294,176.341176471,245.811764706,171.894117647,255.411764706,157.441176471,265.170588235,157.564705882,275.417647059,159.670588235,275.447058824,167.882352941,264.482352941,168.341176471,254.123529412,165.923529412,1.0
39,209.033210332,102.63099631,209.719557196,123.461254613,212.169741697,142.601476015,215.121771218,161.985239852,222.937269373,183.398523985,236.693726937,199.092250923,250.350553506,210.306273063,261.970479705,217.763837638,280.324723247,221.173431734,298.6900369,219.944649446,307.236162362,211.730627306,321.634686347,203.129151292,335.808118081,191.284132841,344.988929889,170.89298893,349.793357934,152.239852399,354.147601476,133.704797048,356.870848708,113.092250923,231.660516605,58.7970479705,239.808118081,50.0147601476,249.822878229,45.4095940959,262.52398524,46.073800738,272.623616236,51.1549815498,308.143911439,53.3025830258,318.837638376,49.6346863469,331.066420664,50.7380073801,340.58302583,56.442804428,347.512915129,66.7859778598,289.697416974,76.667896679,289.413284133,86.7601476015,289.269372694,96.2656826568,288.483394834,109.977859779,273.535055351,124.963099631,279.95202952,123.981549815,286.963099631,125.003690037,293.992619926,124.811808118,299.590405904,126.977859779,242.066420664,81.7380073801,248.977859779,75.9114391144,260.756457565,75.7601476015,270.996309963,81.9667896679,260.708487085,85.1955719557,249.468634686,85.9114391144,305.380073801,84.5498154982,316.306273063,79.9077490775,328.158671587,81.6236162362,335.199261993,88.9188191882,327.343173432,91.5018450185,315.929889299,89.4132841328,254.837638376,156.693726937,267.767527675,145.557195572,277.505535055,139.439114391,286.05904059,140.546125461,294.424354244,140.819188192,303.199261993,148.512915129,314.243542435,160.870848708,301.682656827,167.535055351,294.900369004,169.966789668,284.243542435,170.20295203,274.018450185,168.546125461,267.291512915,164.874538745,276.099630996,150.697416974,285.32103321,150.158671587,294.501845018,152.391143911,294.542435424,160.365313653,284.726937269,160.749077491,274.926199262,158.970479705,1.0
39,220.014492754,108.140096618,220.54589372,128.434782609,222.768115942,146.995169082,225.45410628,165.763285024,232.951690821,185.850241546,246.178743961,200.951690821,259.043478261,212.086956522,270.154589372,218.995169082,287.768115942,221.8647343,305.328502415,220.202898551,317.207729469,214.45410628,331.362318841,205.84057971,345.54589372,193.299516908,354.405797101,173.400966184,359.275362319,154.961352657,363.594202899,136.714975845,366.371980676,116.347826087,240.400966184,66.8985507246,248.101449275,58.5169082126,257.45410628,54.1642512077,269.352657005,54.6425120773,278.995169082,59.3526570048,313.270531401,60.5797101449,323.531400966,56.8405797101,335.400966184,57.5652173913,344.763285024,62.5797101449,351.632850242,72.1835748792,295.299516908,83.2801932367,294.671497585,93.3333333333,294.22705314,102.898550725,293.357487923,116.246376812,279.241545894,130.376811594,285.589371981,129.381642512,292.304347826,130.246376812,299.275362319,129.845410628,305.043478261,131.68115942,250.09178744,88.6666666667,256.637681159,83.1449275362,267.859903382,82.8357487923,277.797101449,88.3526570048,267.845410628,91.7632850242,257.062801932,92.5942028986,310.966183575,90.1497584541,321.468599034,85.5603864734,332.898550725,86.9951690821,339.922705314,93.5603864734,332.130434783,96.3623188406,321.09178744,94.5990338164,261.821256039,160.623188406,274.0,150.06763285,283.130434783,144.193236715,291.410628019,145.086956522,299.594202899,145.096618357,308.333333333,152.019323671,319.579710145,163.193236715,307.285024155,170.410628019,300.516908213,173.057971014,290.086956522,173.589371981,280.140096618,172.198067633,273.661835749,168.710144928,282.024154589,154.821256039,290.971014493,154.154589372,300.111111111,155.927536232,300.400966184,163.657004831,290.68115942,164.367149758,281.169082126,162.903381643,0.0
40,100.184357542,90.5363128492,99.7709497207,103.631284916,100.273743017,115.664804469,101.229050279,127.955307263,104.921787709,141.424581006,113.067039106,153.346368715,120.765363128,161.268156425,127.765363128,166.413407821,137.720670391,169.329608939,147.849162011,168.648044693,148.391061453,157.921787709,156.30726257,152.229050279,165.12849162,142.860335196,170.69273743,131.402234637,174.083798883,120.229050279,177.17877095,109.301675978,179.776536313,97.0782122905,113.877094972,82.5083798883,119.329608939,80.9329608939,125.670391061,80.7765363128,133.111731844,82.905027933,138.983240223,86.3072625698,159.703910615,88.9608938547,166.150837989,87.1229050279,173.240223464,86.938547486,178.715083799,88.5139664804,182.413407821,91.1005586592,148.519553073,99.5363128492,148.106145251,107.748603352,147.687150838,115.675977654,146.642458101,123.860335196,135.296089385,125.279329609,140.407821229,126.642458101,144.810055866,128.25698324,149.122905028,127.715083799,153.05027933,127.463687151,119.938547486,93.4134078212,124.301675978,92.2067039106,130.988826816,92.8156424581,136.558659218,96.2737430168,130.508379888,97.7206703911,124.122905028,96.8770949721,157.56424581,99.0223463687,164.312849162,96.9106145251,170.731843575,98.1396648045,174.033519553,100.229050279,169.553072626,102.653631285,163.446927374,101.905027933,124.145251397,137.569832402,132.581005587,135.944134078,138.530726257,134.983240223,143.446927374,136.379888268,148.25698324,136.234636872,153.05027933,138.430167598,159.117318436,141.597765363,151.625698324,146.525139665,147.379888268,148.391061453,141.625698324,148.469273743,135.787709497,146.994413408,131.374301676,144.189944134,137.0,138.849162011,142.424581006,139.865921788,147.765363128,140.217877095,147.69273743,142.117318436,142.173184358,142.413407821,136.469273743,140.759776536,0.0
40,87.1601423488,94.0996441281,86.9501779359,107.355871886,87.7153024911,119.451957295,88.8327402135,131.854092527,92.7010676157,145.202846975,101.081850534,156.661921708,108.758007117,164.120996441,115.647686833,169.021352313,125.768683274,171.822064057,136.12455516,171.028469751,140.516014235,164.551601423,148.459074733,158.911032028,157.483985765,149.402135231,163.505338078,137.601423488,166.715302491,125.950177936,169.786476868,114.590747331,172.174377224,101.925266904,100.348754448,83.6049822064,105.601423488,81.3772241993,111.975088968,80.8291814947,119.59430605,82.8042704626,125.590747331,86.1459074733,146.551601423,88.5160142349,152.985765125,86.590747331,160.320284698,86.4661921708,165.879003559,88.3096085409,169.676156584,91.409252669,135.252669039,100.658362989,134.914590747,108.982206406,134.434163701,116.939501779,133.53024911,125.245551601,122.501779359,127.864768683,127.608540925,128.903914591,131.978647687,130.338078292,136.213523132,129.818505338,140.263345196,129.75088968,106.501779359,95.4697508897,110.957295374,93.8256227758,117.846975089,94.409252669,123.583629893,98.1387900356,117.512455516,99.7544483986,110.814946619,99.0818505338,144.473309609,100.483985765,151.163701068,98.0391459075,157.8113879,99.2099644128,161.224199288,101.569395018,156.779359431,104.28113879,150.366548043,103.508896797,112.010676157,141.441281139,120.245551601,139.298932384,125.953736655,137.989323843,130.690391459,139.31316726,135.412811388,139.088967972,140.081850534,141.451957295,146.24911032,144.765124555,138.825622776,149.483985765,134.672597865,151.227758007,128.982206406,151.395017794,123.37366548,150.021352313,119.120996441,147.476868327,124.747330961,142.06405694,129.775800712,142.861209964,134.832740214,143.181494662,134.829181495,144.822064057,129.569395018,145.12455516,124.391459075,143.790035587,1.0
40,88.4482758621,97.7873563218,89.1436781609,110.867816092,90.7126436782,122.770114943,93.0517241379,134.597701149,99.4885057471,146.91954023,110.908045977,155.82183908,119.810344828,161.316091954,126.896551724,165.281609195,137.034482759,167.287356322,146.724137931,166.333333333,117.396551724,124.212643678,123.028735632,120.534482759,129.488505747,114.045977011,133.816091954,104.82183908,135.775862069,96.2126436782,137.5,87.6551724138,138.609195402,78.2011494253,106.063218391,82.1954022989,111.724137931,78.9712643678,118.252873563,77.683908046,126.120689655,78.9022988506,132.252873563,81.7988505747,152.362068966,82.9482758621,158.448275862,80.7586206897,165.040229885,80.5057471264,170.068965517,82.4827586207,173.379310345,86.4195402299,142.442528736,96.3448275862,143.074712644,104.201149425,143.770114943,111.603448276,143.413793103,119.896551724,131.16091954,124.574712644,136.597701149,124.948275862,140.913793103,126.0,144.982758621,125.390804598,148.459770115,125.534482759,112.787356322,94.1954022989,117.563218391,92.0,124.316091954,92.1149425287,129.655172414,95.5977011494,124.172413793,97.4425287356,117.557471264,97.3275862069,149.637931034,96.8965517241,156.24137931,93.9022988506,162.465517241,94.6781609195,165.431034483,97.3448275862,161.626436782,99.9655172414,155.701149425,99.4022988506,120.775862069,139.063218391,129.810344828,135.827586207,135.770114943,134.005747126,140.350574713,134.982758621,144.850574713,134.695402299,149.091954023,137.0,154.568965517,140.568965517,148.24137931,145.195402299,144.494252874,146.890804598,139.120689655,147.166666667,133.448275862,146.212643678,128.856321839,144.195402299,134.097701149,138.367816092,139.32183908,138.844827586,143.988505747,139.0,143.965517241,140.597701149,139.103448276,141.040229885,133.856321839,140.091954023,0.0
